CONTRACT #;*FUNCTION;*ACTIVITY*;SUN;MON;TUE ;WED;THR;FRI;TOTAL HOUR;NAME;WEEK;Year
6008;400;5000;;;;0,5;;;0,5;CÇ;38;2025
6008;400;8000;;2;;;;0,5;2,5;CÇ;38;2025
6010;400;5000;;;2;2;2,5;;6,5;CÇ;38;2025
6010;400;7000;;;;1;;;1;CÇ;38;2025
6010;400;8000;;;;;;;0;CÇ;38;2025
6011;400;8000;;;;;1;;1;CÇ;38;2025
6012;400;5000;;;0,5;;;;0,5;CÇ;38;2025
6012;400;7000;;;;;;0,5;0,5;CÇ;38;2025
6012;400;8000;;1;;;;;1;CÇ;38;2025
6013;400;5000;;;1;0,5;;;1,5;CÇ;38;2025
6013;400;8000;;;;;1;1,5;2,5;CÇ;38;2025
6012;400;5000;;8;8;3;8;8;35;SH;38;2025
6002;400;600;;;;1;;;1;SH;38;2025
6010;400;5000;;8;8;8;8;;32;BS;38;2025
6008;400;5000;;;;;;8;8;BS;38;2025
6012;400;5000;;5;5;4;6;6;26;UK;38;2025
6007;400;700;;;1;2;;;3;UK;38;2025
6012;400;7000;;3;2;;2;1;8;UK;38;2025
6007;400;400;;;;2;;1;3;UK;38;2025
6002-5;400;5000;;2;6;1;;;9;MY;38;2025
6002;400;5000;;4;;;;;4;MY;38;2025
6008;400;5000;;;;4;;;4;MY;38;2025
4425;400;5000;;;;1;;;1;MY;38;2025
6011;;;;8;8;8;;;24;DB;38;2025
6004;;;;;;;8;8;16;DB;38;2025
6013;400;5000;;1;;3;3;1;8;KP;38;2025
6013;400;8000;;1;5;2;2;2;12;KP;38;2025
6013;400;2000;4;7;3;2;2;4;22;KP;38;2025
6013;400;7000;;;;3;;;3;KP;38;2025
6006;400;8000;;;;;2;1;3;KP;38;2025
6006;400;7000;;;;;;1;1;KP;38;2025
6006;400;8000;;4;5;4;6;3;22;AEA;38;2025
6006;400;7000;;2;3;3;2;5;15;AEA;38;2025
6003;400;8000;;2;;1;;;3;AEA;38;2025
6008;400;5000;;;;;3;;3;OÞ;38;2025
6006;400;5000;;5;5;;;3;13;OÞ;38;2025
6010;400;5000;;;;4;;3;7;OÞ;38;2025
6011;400;5000;;;;;3;;3;OÞ;38;2025
6002-7;400;5000;;4;3;1;3;2;13;AG;38;2025
6010;400;5000;;4;;3;;;7;AG;38;2025
6002-5;400;5000;;;;;;1;1;AG;38;2025
6012;400;5000;;;;2;1;;3;AG;38;2025
6011;400;5000;;;2;;1;2;5;AG;38;2025
6013;400;5000;;;2;1;;3;6;AG;38;2025
6002-5;400;5000;;;1;1;3;;5;AG;38;2025
4425;400;8000;;1;;;;1;2;VYÇ;38;2025
4425;800;8000;;1;;;;1;2;VYÇ;38;2025
6011;400;7000;;;;;3;4;7;VYÇ;38;2025
6008;400;7000;;2;;;;1;3;VYÇ;38;2025
6008;400;8000;;2;;;;;2;VYÇ;38;2025
4116;400;7000;;1;7;;;;8;VYÇ;38;2025
6007;400;8000;;;;7;4;;11;VYÇ;38;2025
6008;400;5000;;;;;6;6;12;EA;38;2025
6008;400;4000;;2;2;;3;5;12;BÞ;38;2025
6008;400;5000;;5;4;3;4;1;17;BÞ;38;2025
6008;400;6000;;;;3;;;3;BÞ;38;2025
6012;400;7000;;;;;;;0;BP;39;2025
6012;400;5000;;2,5;2;1;;3;8,5;BP;39;2025
4385;400;8000;;1;1;1,5;;1;4,5;BP;39;2025
4425;400;8000;;;;;;1;1;BP;39;2025
6012;400;2000;;3;7;7;6;;23;BP;39;2025
6007;400;8000;;1,5;1;2;2;3;9,5;BP;39;2025
6011;400;8000;;;4;1;1;;6;RP;39;2025
6004;400;8000;;;;;;1;1;RP;39;2025
6011;400;7000;;2;;;1;1;4;RP;39;2025
6011;400;6000;;;4;5;6;3;18;RP;39;2025
6011;400;1000;;;;;;3;3;RP;39;2025
6008;400;2000;;4;;3;;;7;HEÖ;39;2025
6008;400;5000;;3;;4;1;;8;HEÖ;39;2025
6008;400;7000;;;;;1;;1;HEÖ;39;2025
6008;400;8000;;1;;;1;1;3;HEÖ;39;2025
6013;400;5000;;5;4;2;1;3;15;KP;39;2025
6013;400;8000;;2;2;1;2;2;9;KP;39;2025
6013;400;2000;;;4;5;4;3;16;KP;39;2025
6013;400;7000;4;3;;2;;;9;KP;39;2025
6006;400;8000;;;;;2;2;4;KP;39;2025
6003;400;8000;;;;;1;;1;KP;39;2025
6002-7;400;5000;;4;8;8;2;3,5;25,5;AG;39;2025
6010;400;5000;;;;;1;2,5;3,5;AG;39;2025
DSEC;400;5000;;2;;;;0,5;2,5;AG;39;2025
6012;400;5000;;2;;;2;;4;AG;39;2025
6013;400;5000;;;;;2;1,5;3,5;AG;39;2025
6010;400;5000;;8;8;8;8;8;40;BS;39;2025
6008;400;5000;;;;1;;;1;MA;39;2025
6011;400;5000;;7;7;6;5;4;29;MA;39;2025
6007;400;5000;;;;;;2;2;MA;39;2025
6003;400;5000;;;6;3,5;;;9,5;MY;39;2025
4425;400;5000;;;;1;;;1;MY;39;2025
6011;400;5000;;;;;4;5,5;9,5;MY;39;2025
6008;400;5000;;6;6;6;4;;22;EA;39;2025
6008;400;5000;;5;1;3;4;;13;BÞ;39;2025
6008;400;7000;;;3;3;1;;7;BÞ;39;2025
6008;400;8000;;2;2;2;2;6;14;BÞ;39;2025
6011;400;5000;;;4;3;;3;10;SA;39;2025
6009;400;5000;;;;;;;0;SA;39;2025
6011;400;2000;;;;;;;0;SA;39;2025
6011;400;8000;;;;2;;;2;SA;39;2025
6013;400;2000;;;1;;;;1;SA;39;2025
6013;400;7000;;;;;4;;4;SA;39;2025
6013;400;5000;;;;;;;0;SA;39;2025
6013;400;400;;;;;;;0;SA;39;2025
6011;400;7000;;;2;2;;2;6;SA;39;2025
6011;400;6000;;;;;;3;3;SA;39;2025
6011;400;400;;;;;;;0;SA;39;2025
6010;400;5000;;;;;;;0;SA;39;2025
6012;400;5000;;5;3;4;3;2,5;17,5;UK;39;2025
6012;400;7000;;3;2;;1;1,5;7,5;UK;39;2025
6007;400;700;;;1;1;;;2;UK;39;2025
6007;400;400;;;;1;2;1;4;UK;39;2025
6012;400;8000;;;2;;;3;5;UK;39;2025
6007;400;7000;;;;2;2;;4;UK;39;2025
6008;400;5000;;;6;4;6;;16;OÞ;39;2025
6006;400;5000;;;;1;;;1;OÞ;39;2025
6010;400;5000;;1;;1;;2;4;OÞ;39;2025
6011;400;5000;;4;;1;;5;10;OÞ;39;2025
6007;400;8000;;;0,5;;;;0,5;CÇ;39;2025
6008;400;600;;1;;;;;1;CÇ;39;2025
6008;400;8000;;0,5;;1;;;1,5;CÇ;39;2025
6010;400;600;;;;;;;0;CÇ;39;2025
6010;400;2000;;;0,5;;;;0,5;CÇ;39;2025
6010;400;5000;;0,5;;;;;0,5;CÇ;39;2025
6010;400;8000;;;;1;;;1;CÇ;39;2025
6012;400;2000;;;;;0,5;;0,5;CÇ;39;2025
6012;400;5000;;0,5;1;;;;1,5;CÇ;39;2025
6012;400;6000;;;2,5;;;;2,5;CÇ;39;2025
6012;400;7000;;;2;3,5;3,5;3;12;CÇ;39;2025
6013;400;8000;;1;;;1;;2;CÇ;39;2025
6006;400;8000;;2;3;3;6;3;17;AEA;39;2025
6006;400;7000;;3;3;2;2;2;12;AEA;39;2025
6010;400;5000;;3;2;3;;;8;AEA;39;2025
6013;400;5000;;;;;;3;3;AEA;39;2025
4384;400;600;;;1;;;;1;VYÇ;39;2025
4384;800;8000;;;3;;;;3;VYÇ;39;2025
6011;400;7000;;3;;6;6;6;21;VYÇ;39;2025
6008;400;7000;;3;2;;;;5;VYÇ;39;2025
6001;400;8000;;;;;2;;2;YK;39;2025
6010;400;8000;;;;2;1;;3;YK;39;2025
6001;400;7000;;;;;;;0;YK;39;2025
6010;400;5000;;4;;4;5;4;17;YK;39;2025
6010;400;7000;;4;8;2;;4;18;YK;39;2025
6012;400;7000;;;;;;;0;BP;39;2025
6012;400;5000;;2,5;2;1;;3;8,5;BP;39;2025
4385;400;8000;;1;1;1,5;;1;4,5;BP;39;2025
4425;400;8000;;;;;;1;1;BP;39;2025
6012;400;2000;;3;7;7;6;;23;BP;39;2025
6007;400;8000;;1,5;1;2;2;3;9,5;BP;39;2025
4368;400;7000;;2;;;;;2;UU;39;2025
6011;400;5000;;2;;;;;2;UU;39;2025
6010;400;5000;;1;;;;;1;UU;39;2025
6011;400;6000;;;1;;;;1;UU;39;2025
6008;400;5000;;;2;;;;2;UU;39;2025
6010;400;2000;;;2;;;;2;UU;39;2025
6011;400;5000;;;;2;;;2;UU;39;2025
6013;400;7000;;;;1;;;1;UU;39;2025
6011;400;8000;;;;2;;;2;UU;39;2025
6013;400;8000;;;;;2;;2;UU;39;2025
6012;400;2000;;;;;2;;2;UU;39;2025
6010;400;5000;;;;;;2;2;UU;39;2025
6008;400;6000;;;;;;2;2;UU;39;2025
6011;400;5000;;;;;;2;2;UU;39;2025
6002;400;600;;3;;;;;3;SH;39;2025
6012;400;5000;;5;8;7;6;4;30;SH;39;2025
6002;400;7000;;;;1;;;1;SH;39;2025
6013;400;5000;;;;;;4;4;SH;39;2025
6004;400;5000;;8;8;;;;16;DB;39;2025
6013;400;5000;;2;2;;;;4;KP;40;2025
6013;400;8000;;1;1;;;;2;KP;40;2025
6013;400;2000;;1;1;;;;2;KP;40;2025
6013;400;7000;;4;3;;;;7;KP;40;2025
6006;400;8000;;;;;;;0;KP;40;2025
6003;400;8000;;;1;;;;1;KP;40;2025
6004;400;7000;;;;;;;0;RP;40;2025
6011;400;8000;;2;1;;;;3;RP;40;2025
6004;400;8000;;;3;;;;3;RP;40;2025
6011;400;7000;;;;;;;0;RP;40;2025
6011;400;2000;;;1;;;;1;RP;40;2025
6011;400;5000;;;;;;;0;RP;40;2025
6011;400;6000;;4;3;;;;7;RP;40;2025
6008;400;7000;;4;;;;;4;UU;40;2025
6008;400;5000;;2;;;;;2;UU;40;2025
6011;400;700;;;4;;;;4;UU;40;2025
6011;400;500;;;;;;;0;UU;40;2025
6013;400;6000;;;;;;;0;UU;40;2025
6013;400;2000;;;;;;;0;UU;40;2025
6010;400;6000;;;;;;;0;UU;40;2025
6010;400;2000;;;;;;;0;UU;40;2025
6009;400;7000;;;;;;;0;UU;40;2025
6011;400;5000;;;;;;;0;UU;40;2025
6010;400;5000;;;;;;;0;UU;40;2025
6011;400;5000;;;;;;;0;SA;40;2025
6013;400;6000;;;3;;;;3;SA;40;2025
6011;400;2000;;;;;;;0;SA;40;2025
6011;400;8000;;;;;;;0;SA;40;2025
6013;400;2000;;;;;;;0;SA;40;2025
6013;400;7000;;;3;;;;3;SA;40;2025
6013;400;5000;;;;;;;0;SA;40;2025
6013;400;400;;;;;;;0;SA;40;2025
6011;400;7000;;1;1;;;;2;SA;40;2025
6011;400;6000;;6;;;;;6;SA;40;2025
6012;400;7000;;;;;;;0;BP;40;2025
6012;400;5000;;3;3;;;;6;BP;40;2025
4385;400;8000;;1;1;;;;2;BP;40;2025
4425;400;8000;;1;2;;;;3;BP;40;2025
6012;400;2000;;;;;;;0;BP;40;2025
6007;400;8000;;3;2;;;;5;BP;40;2025
6008;400;5000;;;;;;;0;MA;40;2025
6013;400;5000;;6;6;;;;12;MA;40;2025
6012;400;7000;;;;;;;0;UK;40;2025
6012;400;5000;;4;3;;;;7;UK;40;2025
6007;400;700;;;2;;;;2;UK;40;2025
6007;400;400;;;;;;;0;UK;40;2025
6012;400;8000;;1;;;;;1;UK;40;2025
6007;400;7000;;3;3;;;;6;UK;40;2025
6008;400;600;;;;;;;0;HEÖ;40;2025
6008;400;700;;2;4;;;;6;HEÖ;40;2025
6008;400;2000;;1;;;;;1;HEÖ;40;2025
6008;400;5000;;;;;;;0;HEÖ;40;2025
6008;400;6000;;;;;;;0;HEÖ;40;2025
6008;400;7000;;1;;;;;1;HEÖ;40;2025
6008;400;8000;;2;2;;;;4;HEÖ;40;2025
4411;400;8000;;;;;;;0;YK;40;2025
6001;400;8000;;;;;;;0;YK;40;2025
6010;400;8000;;1;;;;;1;YK;40;2025
6001;400;7000;;;;;;;0;YK;40;2025
6010;400;5000;;5;4;;;;9;YK;40;2025
6010;400;7000;;2;4;;;;6;YK;40;2025
4411;400;7000;;;;;;;0;YK;40;2025
6005;400;8000;;;;;;;0;YK;40;2025
6010;400;2000;;;;;;;0;YK;40;2025
6010;400;6000;;;;;;;0;YK;40;2025
6011;400;5000;;5;3,5;;;;8,5;MY;40;2025
4425;400;5000;;1,5;2;;;;3,5;MY;40;2025
6003;400;5000;;;;;;;0;MY;40;2025
6008;400;5000;;;;;;;0;MY;40;2025
6013;400;5000;;8;8;;;;16;SH;40;2025
6008;400;5000;;6;;;;;6;EA;40;2025
6012;400;5000;;;;;;;0;EA;40;2025
6008;400;7000;;;4;;;;4;EA;40;2025
6006;400;5000;;;2;;;;2;OS;40;2025
6010;400;5000;;1;2;;;;3;OS;40;2025
6011;400;5000;;2;1;;;;3;OS;40;2025
4425;400;5000;;2;1;;;;3;OS;40;2025
6002-7;400;5000;;3;;;;;3;AG;40;2025
6010;400;5000;;2,5;;;;;2,5;AG;40;2025
6007;400;5000;;;;;;;0;AG;40;2025
6011;400;5000;;;;;;;0;AG;40;2025
6012;400;5000;;2,5;1,5;;;;4;AG;40;2025
6013;400;5000;;;5,5;;;;5,5;AG;40;2025
6002-5;400;5000;;;1;;;;1;AG;40;2025
6010;400;5000;;8;8;;;;16;BS;40;2025
6006;400;8000;;3;3;;;;6;AEA;40;2025
6006;400;7000;;2;2;;;;4;AEA;40;2025
6013;400;5000;;3;2;;;;5;AEA;40;2025
6003;400;7000;;;1;;;;1;AEA;40;2025
6010;400;5000;;;;;;;0;AEA;40;2025
6008;400;5000;;4;;;;;4;BÞ;40;2025
6008;400;7000;;1;;;;;1;BÞ;40;2025
6008;400;8000;;2;;;;;2;BÞ;40;2025
4384;400;600;;;;;;;0;VYÇ;40;2025
4384;800;8000;;1;;;;;1;VYÇ;40;2025
4425;400;600;;;;;;;0;VYÇ;40;2025
4425;800;8000;;;;;;;0;VYÇ;40;2025
6008;400;7000;;6;;;;;6;VYÇ;40;2025
6004;400;5000;;8;8;;;;16;DB;40;2025
6008;400;2000;;;1;;;;1;CÇ;40;2025
6008;400;5000;;;;;;;0;CÇ;40;2025
6008;400;8000;;0,5;;;;;0,5;CÇ;40;2025
6010;400;2000;;;1;;;;1;CÇ;40;2025
6010;400;7000;;;;;;;0;CÇ;40;2025
6012;400;2000;;4,5;3;;;;7,5;CÇ;40;2025
6012;400;5000;;;;;;;0;CÇ;40;2025
6012;400;7000;;;;;;;0;CÇ;40;2025
6012;400;8000;;;;;;;0;CÇ;40;2025
6013;400;8000;;;;;;;0;CÇ;40;2025
6013;400;5000;;;;1;3;;4;KP;40;2025
6013;400;8000;;;;1;1;2;4;KP;40;2025
6013;400;2000;;;;;1;2;3;KP;40;2025
6013;400;7000;;;;4;2;4;10;KP;40;2025
6006;400;8000;;;;2;;;2;KP;40;2025
6003;400;8000;;;;;;;0;KP;40;2025
6004;400;7000;;;;;;;0;RP;40;2025
6011;400;8000;;;;2;;2;4;RP;40;2025
6004;400;8000;;;;;;;0;RP;40;2025
6011;400;7000;;;;3;;5;8;RP;40;2025
6011;400;2000;;;;;;;0;RP;40;2025
6011;400;5000;;;;2;;1;3;RP;40;2025
6011;400;6000;;;;;;;0;RP;40;2025
6008;400;7000;;;;;;;0;UU;40;2025
6008;400;5000;;;;;;;0;UU;40;2025
6011;400;700;;;;;;;0;UU;40;2025
6011;400;500;;;;2;;;2;UU;40;2025
6013;400;6000;;;;3;;;3;UU;40;2025
6013;400;2000;;;;;1;;1;UU;40;2025
6010;400;6000;;;;;1;;1;UU;40;2025
6010;400;2000;;;;;2;;2;UU;40;2025
6009;400;7000;;;;;2;;2;UU;40;2025
6011;400;5000;;;;;;2;2;UU;40;2025
6010;400;5000;;;;;;4;4;UU;40;2025
6011;400;5000;;;;;;;0;SA;40;2025
6013;400;6000;;;;;;7;7;SA;40;2025
6011;400;2000;;;;;;;0;SA;40;2025
6011;400;8000;;;;;;;0;SA;40;2025
6013;400;2000;;;;;;;0;SA;40;2025
6013;400;7000;;;;3;3;;6;SA;40;2025
6013;400;5000;;;;4;3;;7;SA;40;2025
6013;400;400;;;;;2;;2;SA;40;2025
6011;400;7000;;;;;;;0;SA;40;2025
6011;400;6000;;;;;;;0;SA;40;2025
6012;400;7000;;;;;;4;4;BP;40;2025
6012;400;5000;;;;3;4;;7;BP;40;2025
4385;400;8000;;;;1;;1;2;BP;40;2025
4425;400;8000;;;;1;1;1;3;BP;40;2025
6012;400;2000;;;;1;1;;2;BP;40;2025
6007;400;8000;;;;;2;2;4;BP;40;2025
6008;400;5000;;;;;3;;3;MA;40;2025
6013;400;5000;;;;7;4;7;18;MA;40;2025
6012;400;7000;;;;;3;3;6;UK;40;2025
6012;400;5000;;;;3;3,5;3;9,5;UK;40;2025
6007;400;700;;;;1,5;;;1,5;UK;40;2025
6007;400;400;;;;0,5;;1;1,5;UK;40;2025
6012;400;8000;;;;2;;1;3;UK;40;2025
6007;400;7000;;;;;1,5;;1,5;UK;40;2025
6008;400;600;;;;;;;0;HEÖ;40;2025
6008;400;700;;;;2;;;2;HEÖ;40;2025
6008;400;2000;;;;;;;0;HEÖ;40;2025
6008;400;5000;;;;1;;;1;HEÖ;40;2025
6008;400;6000;;;;2;;;2;HEÖ;40;2025
6008;400;7000;;;;;;3;3;HEÖ;40;2025
6008;400;8000;;;;2;;3;5;HEÖ;40;2025
4411;400;8000;;;;1;;;1;YK;40;2025
6001;400;8000;;;;1;;1;2;YK;40;2025
6010;400;8000;;;;1;;;1;YK;40;2025
6001;400;7000;;;;;;;0;YK;40;2025
6010;400;5000;;;;3;;;3;YK;40;2025
6010;400;7000;;;;2;;3;5;YK;40;2025
4411;400;7000;;;;;;;0;YK;40;2025
6005;400;8000;;;;;;;0;YK;40;2025
6010;400;2000;;;;;3;2;5;YK;40;2025
6010;400;6000;;;;;3;2;5;YK;40;2025
6011;400;5000;;;;4;;;4;MY;40;2025
4425;400;5000;;;;1,5;;;1,5;MY;40;2025
6003;400;5000;;;;0,5;;;0,5;MY;40;2025
6008;400;5000;;;;;6,5;4;10,5;MY;40;2025
6013;400;5000;;;;8;8;8;24;SH;40;2025
6008;400;5000;;;;;;;0;EA;40;2025
6012;400;5000;;;;6;6;6;18;EA;40;2025
6008;400;7000;;;;;;;0;EA;40;2025
6006;400;5000;;;;1;;;1;OS;40;2025
6010;400;5000;;;;;2;2;4;OS;40;2025
6011;400;5000;;;;2;2;2;6;OS;40;2025
4425;400;5000;;;;2;2;1;5;OS;40;2025
6002-7;400;5000;;;;1,5;2;2;5,5;AG;40;2025
6010;400;5000;;;;2;3;4;9;AG;40;2025
6007;400;5000;;;;;3;;3;AG;40;2025
6011;400;5000;;;;2,5;;1;3,5;AG;40;2025
6012;400;5000;;;;;;;0;AG;40;2025
6013;400;5000;;;;2;;1;3;AG;40;2025
6002-5;400;5000;;;;;;;0;AG;40;2025
6010;400;5000;;;;8;8;8;24;BS;40;2025
6006;400;8000;;;;3;4;4;11;AEA;40;2025
6006;400;7000;;;;3;4;3;10;AEA;40;2025
6013;400;5000;;;;1;;;1;AEA;40;2025
6003;400;7000;;;;;;;0;AEA;40;2025
6010;400;5000;;;;1;;1;2;AEA;40;2025
6008;400;5000;;;;;;;0;BÞ;40;2025
6008;400;7000;;;;;;;0;BÞ;40;2025
6008;400;8000;;;;;;;0;BÞ;40;2025
4384;400;600;;;;;;;0;VYÇ;40;2025
4384;800;8000;;;;;;;0;VYÇ;40;2025
4425;400;600;;;;;5;5;10;VYÇ;40;2025
4425;800;8000;;;;;2;2;4;VYÇ;40;2025
6008;400;7000;;;;7;;;7;VYÇ;40;2025
6004;400;5000;;;;;;;0;DB;40;2025
6008;400;2000;;;;;;;0;CÇ;40;2025
6008;400;5000;;;;1;2;;3;CÇ;40;2025
6008;400;8000;;;;;;;0;CÇ;40;2025
6010;400;2000;;;;;1,5;2,5;4;CÇ;40;2025
6010;400;7000;;;;;1;2;3;CÇ;40;2025
6012;400;2000;;;;;;;0;CÇ;40;2025
6012;400;5000;;;;1;0,5;;1,5;CÇ;40;2025
6012;400;7000;;;;;0,5;;0,5;CÇ;40;2025
6012;400;8000;;;;1;1;;2;CÇ;40;2025
6013;400;8000;;;;2;;;2;CÇ;40;2025
6008;400;5000;;4,5;5,5;7;5;5;27;MY;41;2025
4425;400;5000;;2;1,5;;;1;4,5;MY;41;2025
6008;400;600;;;;;;1;1;HEÖ;41;2025
6008;400;700;;;;;;;0;HEÖ;41;2025
6008;400;2000;;;;;;;0;HEÖ;41;2025
6008;400;5000;;1;;2;;2;5;HEÖ;41;2025
6008;400;6000;;;;1;;;1;HEÖ;41;2025
6008;400;7000;;3;;4;;;7;HEÖ;41;2025
6008;400;8000;;3;;1;;4;8;HEÖ;41;2025
6012;400;7000;;;;;1;2;3;BP;41;2025
6012;400;5000;;3;2;2;2;;9;BP;41;2025
4385;400;8000;;;3;1;1;;5;BP;41;2025
4425;400;8000;;2;1;1;2;1;7;BP;41;2025
6012;400;2000;;;;1;;2;3;BP;41;2025
6007;400;7000;;3;;;;4;7;BP;41;2025
6007;400;8000;;;1;2;2;2;7;BP;41;2025
6011;400;5000;;;;;;;0;SA;41;2025
6013;400;6000;;7;6;3;;3;19;SA;41;2025
6011;400;2000;;;;;;;0;SA;41;2025
6011;400;8000;;;;;;;0;SA;41;2025
6013;400;2000;;;;;;;0;SA;41;2025
6013;400;7000;;;;1;;1;2;SA;41;2025
6013;400;5000;;;;2;7;3;12;SA;41;2025
6013;400;5000;;7,5;;8;4;;19,5;SH;41;2025
6007;400;5000;;0,5;;;;;0,5;SH;41;2025
6012;400;5000;;;3;;;2;5;SH;41;2025
6010;400;5000;;;;;4;6;10;SH;41;2025
6011;400;5000;;;7;7;6;6;26;MA;41;2025
6013;400;5000;;7;;;;;7;MA;41;2025
6013;400;5000;;2;2;1;3;;8;KP;41;2025
6013;400;8000;;1;1;1;1;2;6;KP;41;2025
6013;400;2000;;1;1;;2;2;6;KP;41;2025
6013;400;7000;;6;5;4;5;4;24;KP;41;2025
6006;400;8000;;;;2;;;2;KP;41;2025
6003;400;8000;;;1;;;;1;KP;41;2025
6006;400;8000;;4;4;5;6;6;25;AEA;41;2025
6006;400;7000;;2;4;3;2;2;13;AEA;41;2025
6003;400;7000;;;;;;;0;AEA;41;2025
6003;400;7000;;2;;;;;2;AEA;41;2025
6011;400;8000;;1;2;3;5;2;13;RP;41;2025
6004;400;8000;;;;;;;0;RP;41;2025
6011;400;7000;;2;2;2;3;2;11;RP;41;2025
6011;400;2000;;;;;;;0;RP;41;2025
6011;400;5000;;3;4;2;;;9;RP;41;2025
6008;400;5000;;;;3;3;3;9;BÞ;41;2025
6008;400;7000;;;;2;4;2;8;BÞ;41;2025
6008;400;8000;;;;3;1;;4;BÞ;41;2025
6012;400;7000;;3;;3;1;;7;UK;41;2025
6012;400;5000;;3;6;3;4;4;20;UK;41;2025
6007;400;700;;;;;2;1;3;UK;41;2025
6007;400;400;;;1;1;;2;4;UK;41;2025
6012;400;8000;;1;1;;1;1;4;UK;41;2025
6004;400;5000;;8;8;8;;;24;DB;41;2025
6012;400;5000;;;;;8;8;16;DB;41;2025
4426;400;5000;;;0,5;;;;0,5;CÇ;41;2025
4426;400;7000;;;;1;;;1;CÇ;41;2025
6008;400;2000;;1,5;;;;;1,5;CÇ;41;2025
6008;400;7000;;1;;;;;1;CÇ;41;2025
6008;400;8000;;;;;;1;1;CÇ;41;2025
6010;400;2000;;1,5;4,5;;;;6;CÇ;41;2025
6010;400;5000;;;;0,5;;1;1,5;CÇ;41;2025
6010;400;8000;;;;2;2;;4;CÇ;41;2025
6012;400;5000;;0,5;;;;;0,5;CÇ;41;2025
6012;400;7000;;;;;;2;2;CÇ;41;2025
6012;400;8000;;1;;2;;;3;CÇ;41;2025
6013;400;5000;;0,5;;;;;0,5;CÇ;41;2025
6013;400;8000;;;;;1,5;1;2,5;CÇ;41;2025
6002-7;400;5000;;1;1;1;1;;4;AG;41;2025
6010;400;5000;;;2;2;3;;7;AG;41;2025
6007;400;5000;;;;;;;0;AG;41;2025
6011;400;5000;;2;2;;2;;6;AG;41;2025
6012;400;5000;;2;;1;2;2;7;AG;41;2025
6013;400;5000;;3;1;2;;;6;AG;41;2025
6002-9;400;5000;;;2;2;;6;10;AG;41;2025
6006;400;5000;;;2;1;;;3;OS;41;2025
6010;400;5000;;1;;;2;;3;OS;41;2025
6011;400;5000;;2;3;2;2;2;11;OS;41;2025
4425;400;5000;;;1;;2;2;5;OS;41;2025
6001;400;5000;;2;;2;;2;6;OS;41;2025
6008;400;5000;;6;6;4;5;6;27;EA;41;2025
6008;400;7000;;;;2;;;2;EA;41;2025
4411;400;8000;;;;;1;;1;YK;41;2025
6001;400;8000;;;;;;;0;YK;41;2025
6010;400;8000;;1;1;;;;2;YK;41;2025
6001;400;7000;;;;;;;0;YK;41;2025
6010;400;5000;;3;1;4;4;4;16;YK;41;2025
6010;400;7000;;4;5;;3;4;16;YK;41;2025
4411;400;7000;;;;;;;0;YK;41;2025
6005;400;8000;;;1;;;;1;YK;41;2025
6011;400;7000;;;4;6;;;10;VYÇ;41;2025
6008;400;7000;;;3;;;;3;VYÇ;41;2025
4384;400;600;;;;;;;0;VYÇ;41;2025
4384;800;8000;;;;;1;;1;VYÇ;41;2025
4425;400;600;;;;;1;;1;VYÇ;41;2025
4425;800;8000;;;;1;;;1;VYÇ;41;2025
6012;400;7000;;;;;;7;7;VYÇ;41;2025
6008;400;7000;;;;;5;;5;VYÇ;41;2025
6010;400;5000;;8;8;8;8;8;40;BS;41;2025
6012;400;7000;;1;2;1;;;4;BP;42;2025
6012;400;5000;;2;3;2;;;7;BP;42;2025
4385;400;8000;;1;1;;;;2;BP;42;2025
4425;400;8000;;1;1;1;;;3;BP;42;2025
6007;400;8000;;4;3;4;;;11;BP;42;2025
6012;400;5000;;8;;;;8;16;SH;42;2025
6013;400;5000;;;8;8;8;;24;SH;42;2025
6002-7;400;5000;;2;;;;;2;AG;42;2025
6010;400;5000;;;;;2;3;5;AG;42;2025
6011;400;5000;;;2;1;;;3;AG;42;2025
6012;400;5000;;1;;2;2;1;6;AG;42;2025
6013;400;5000;;;1;1;;;2;AG;42;2025
6002-9;400;5000;;5;5;4;4;4;22;AG;42;2025
6013;400;5000;;1;1;1;3;;6;KP;42;2025
6013;400;8000;;1;1;1;;2;5;KP;42;2025
6013;400;2000;;1;1;;2;2;6;KP;42;2025
6013;400;7000;;5;4;4;3;2;18;KP;42;2025
6006;400;8000;;;;2;;2;4;KP;42;2025
6003;400;8000;;;1;;;;1;KP;42;2025
6008;400;5000;;;;7;7;3;17;MA;42;2025
6011;400;5000;;7;7;;;;14;MA;42;2025
6013;400;5000;;;;;;4;4;MA;42;2025
6008;400;5000;;5,5;6;8;;3;22,5;MY;42;2025
4425;400;5000;;0,5;;;;;0,5;MY;42;2025
6010;400;5000;;;;;6;3;9;MY;42;2025
6004;400;7000;;2;;;;2;4;RP;42;2025
6011;400;8000;;2;2;2;2;2;10;RP;42;2025
6004;400;8000;;;2;2;;1;5;RP;42;2025
6011;400;7000;;2;4;2;2;2;12;RP;42;2025
6011;400;2000;;;;;1;1;2;RP;42;2025
6011;400;5000;;;;1;2;;3;RP;42;2025
6011;400;6000;;;;1;1;;2;RP;42;2025
4426;400;7000;;;;;;1,5;1,5;CÇ;42;2025
6003;400;7000;;1,5;;;;;1,5;CÇ;42;2025
6008;400;2000;;;;;;1;1;CÇ;42;2025
6008;400;7000;;;0,5;;;;0,5;CÇ;42;2025
